time_rel,quantity,method,loss_mean,loss_std,loss_median,loss_p95,n_traj
15.200000000000001,KineticEnergyAbsLoss,GNOT,8.440227247774601e-05,8.047515394617347e-05,4.97924629598856e-05,0.00026840940117835995,30
15.3,KineticEnergyAbsLoss,GNOT,8.472038122514884e-05,8.209932600948644e-05,4.8462534323334694e-05,0.00027492819353938094,30
15.4,KineticEnergyAbsLoss,GNOT,8.517733464638391e-05,8.281315838606476e-05,5.0039030611515045e-05,0.0002781281247735023,30
15.5,KineticEnergyAbsLoss,GNOT,8.646554003159206e-05,8.330837524068782e-05,5.456758663058281e-05,0.0002794986590743064,30
15.600000000000001,KineticEnergyAbsLoss,GNOT,8.843527175486087e-05,8.366635356861467e-05,5.5456068366765976e-05,0.0002802627161145209,30
15.700000000000001,KineticEnergyAbsLoss,GNOT,8.933943075438341e-05,8.47255873797785e-05,5.712127313017845e-05,0.0002812333405017851,30
15.8,KineticEnergyAbsLoss,GNOT,8.904309943318367e-05,8.620863224391518e-05,5.161995068192482e-05,0.00028304206207394576,30
15.9,KineticEnergyAbsLoss,GNOT,8.876752108335494e-05,8.6118821735823e-05,5.178432911634445e-05,0.00028271209448575945,30
16.0,KineticEnergyAbsLoss,GNOT,8.89752060174942e-05,8.524413183549262e-05,5.3569208830595016e-05,0.00027733445167541475,30
16.1,KineticEnergyAbsLoss,GNOT,8.901686718066533e-05,8.37378994064972e-05,5.6069809943437576e-05,0.00027305344119667977,30
16.2,KineticEnergyAbsLoss,GNOT,8.849427103996277e-05,8.234141350554674e-05,6.098207086324692e-05,0.0002697590738534924,30
16.3,KineticEnergyAbsLoss,GNOT,8.710020532210668e-05,8.129437422513196e-05,6.331782788038254e-05,0.00026123365387320486,30
16.400000000000002,KineticEnergyAbsLoss,GNOT,8.622650057077408e-05,8.246188968142321e-05,6.229989230632782e-05,0.0002558920532464978,30
16.5,KineticEnergyAbsLoss,GNOT,8.623739704489708e-05,8.33978561601294e-05,6.0749705880880356e-05,0.00025582993403077087,30
16.6,KineticEnergyAbsLoss,GNOT,8.591562509536743e-05,8.367632049071101e-05,5.839718505740166e-05,0.000258886162191629,30
16.7,KineticEnergyAbsLoss,GNOT,8.474968684216341e-05,8.363075632499344e-05,5.781929939985275e-05,0.00025663599371910056,30
16.8,KineticEnergyAbsLoss,GNOT,8.542815533777079e-05,8.110595597171088e-05,5.88688999414444e-05,0.00025365510955452884,30
16.900000000000002,KineticEnergyAbsLoss,GNOT,8.463016711175441e-05,7.843432255810565e-05,6.050383672118187e-05,0.0002475489862263199,30
17.0,KineticEnergyAbsLoss,GNOT,8.25658751030763e-05,7.585722127619968e-05,6.132340058684349e-05,0.00023369882255792586,30
17.1,KineticEnergyAbsLoss,GNOT,8.019859281678994e-05,7.382661267204555e-05,6.117811426520348e-05,0.00022321445867419217,30
17.2,KineticEnergyAbsLoss,GNOT,7.878383621573448e-05,7.387489932096192e-05,6.0832593590021133e-05,0.00021954914554953554,30
