Method,time_rel,E_u_cl_abs_ensemble_rms_L2,E_v_cl_abs_ensemble_rms_L2,E_cl_abs_ensemble_rms_L2
GNOT,31.900000000000002,0.0009572235477388983,0.0009572797527636264,0.0009572516502512623
GNOT,32.0,0.0009440498908365427,0.0009525722831636089,0.0009483110870000758
GNOT,32.1,0.0009346836368318413,0.000944979378749932,0.0009398315077908867
GNOT,32.2,0.0009266810761415333,0.0009395358363524874,0.0009331084562470104
GNOT,32.300000000000004,0.0009260583916527188,0.0009366187891817637,0.0009313385904172412
GNOT,32.4,0.0009288967294124814,0.0009377899858792257,0.0009333433576458536
GNOT,32.5,0.0009341705493805866,0.0009419102513204068,0.0009380404003504967
GNOT,32.6,0.0009496680233715341,0.0009443008177688814,0.0009469844205702077
GNOT,32.7,0.0009627896522924442,0.0009511532029752456,0.0009569714276338448
GNOT,32.800000000000004,0.0009765944428308216,0.0009568306701859038,0.0009667125565083627
GNOT,32.9,0.000982827703482119,0.0009577665846954183,0.0009702971440887687
GNOT,33.0,0.0009843608228261311,0.0009567242179081961,0.0009705425203671637
GNOT,33.1,0.0009934488143823327,0.0009479122231516325,0.0009706805187669825
GNOT,33.2,0.0010021705749468717,0.0009425174360253155,0.0009723440054860936
GNOT,33.300000000000004,0.0010058341649557307,0.0009401810158457532,0.0009730075904007419
GNOT,33.4,0.0010098618271946773,0.0009442369621266148,0.000977049394660646
GNOT,33.5,0.0010118889779853197,0.0009532392368493479,0.0009825641074173337
GNOT,33.6,0.0010169464716809433,0.0009532262638907905,0.000985086367785867
GNOT,33.7,0.001022442453574146,0.0009470272288466192,0.0009847348412103827
GNOT,33.800000000000004,0.0010255019387580583,0.0009359261230450436,0.000980714030901551
